cohort_id,compartment,spec_index,source_score_files,raw_rows_loaded,rows_matching_dataset,rows_matching_compartment,rows_matching_contrast_groups,row_disposition,reason,row_count
GSE230809_discovery,AF,0,GSE229711_RAW_module_scores.csv;GSE230808_RAW_module_scores.csv,96,96,52,52,retained,score_available_and_mapping_pass,52
GSE230809_discovery,NP,1,GSE229711_RAW_module_scores.csv;GSE230808_RAW_module_scores.csv,96,96,44,44,retained,score_available_and_mapping_pass,44
