dataset,subset,matrix_file,matrix_sha256,matrix_bytes,matrix_header_columns,selected_sample_columns,excluded_sample_arm_count,feature_rows,unique_geneid_values,malformed_rows,selected_values_finite,selected_values_nonnegative,module_mapping_all_pass
GSE245147,Degenerated_1-3_vs_NO_Degenerated_1-3,data/raw/geo_candidates/GSE245147/GSE245147_Degenerated_NO_Degenerated_RPKM.txt.gz,c38138377d0d1c2f8b3a5281bb48afa400a249242c3eabc5298098994c3c6974,5176537,12,Degenerated_1;Degenerated_2;Degenerated_3;NO_Degenerated_1;NO_Degenerated_2;NO_Degenerated_3,12,38059,38059,0,true,true,true
