cohort_id,cohort_role,analysis_role,inference_key_type,compartment,module_id,comparison_label,target_label,contrast_label,severity_orientation,comparison_n,target_n,comparison_mean_module_score_log1p_cpm,target_mean_module_score_log1p_cpm,mean_difference_target_minus_comparison,effect_direction,effect_status,analytic_ci_method,analytic_ci_lower,analytic_ci_upper,analytic_standard_error,analytic_welch_df,analytic_ci_status,bootstrap_ci_method,bootstrap_ci_lower,bootstrap_ci_upper,bootstrap_ci_status,bootstrap_replicates,bootstrap_seed,leave_one_out_total_keys,leave_one_out_available_effects,leave_one_out_nonzero_directional_effects,leave_one_out_matching_full_direction,leave_one_out_direction_retention_fraction,leave_one_out_stability_status,confirmatory_eligible,cohort_limitations,inference_boundary
GSE230809_discovery,exploratory_discovery_parent_project,exploratory_effect_size_and_stability_only,donor_id,AF,disc_matrix_homeostasis,healthy_low_grade,advanced_degeneration_associated,advanced_degeneration_associated_minus_healthy_low_grade,higher_severity_minus_lower_severity,3,10,2.33123559,2.94991683,0.61868124,positive_higher_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-0.32387011,1.56123258,0.40650138,7.75602460,available_welch_t,independent_percentile_donor_or_library_bootstrap,-0.07495608,1.36626190,available_percentile_donor_bootstrap,10000,9831210821719315014,13,13,13,13,1.00000000,direction_retained_at_or_above_0.80,false,One parent project; age and disease status are fully confounded and healthy AF has n=3. Retained-cell threshold sensitivity only; donor/library is the inference unit.,"Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE230809_discovery,exploratory_discovery_parent_project,exploratory_effect_size_and_stability_only,donor_id,AF,ecm_collagen_remodeling,healthy_low_grade,advanced_degeneration_associated,advanced_degeneration_associated_minus_healthy_low_grade,higher_severity_minus_lower_severity,3,10,5.24876010,4.86025848,-0.38850162,negative_lower_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-0.95611805,0.17911481,0.25692940,10.67336155,available_welch_t,independent_percentile_donor_or_library_bootstrap,-0.88190121,0.03061180,available_percentile_donor_bootstrap,10000,2127152777455382721,13,13,13,13,1.00000000,direction_retained_at_or_above_0.80,false,One parent project; age and disease status are fully confounded and healthy AF has n=3. Retained-cell threshold sensitivity only; donor/library is the inference unit.,"Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE230809_discovery,exploratory_discovery_parent_project,exploratory_effect_size_and_stability_only,donor_id,AF,hypoxia_oxidative_stress,healthy_low_grade,advanced_degeneration_associated,advanced_degeneration_associated_minus_healthy_low_grade,higher_severity_minus_lower_severity,3,10,5.03509832,5.02968489,-0.00541343,negative_lower_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-0.43581562,0.42498876,0.12374505,2.60005045,available_welch_t,independent_percentile_donor_or_library_bootstrap,-0.22561817,0.16534104,available_percentile_donor_bootstrap,10000,4717711339435214798,13,13,13,8,0.61538462,direction_retention_below_0.80,false,One parent project; age and disease status are fully confounded and healthy AF has n=3. Retained-cell threshold sensitivity only; donor/library is the inference unit.,"Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE230809_discovery,exploratory_discovery_parent_project,exploratory_effect_size_and_stability_only,donor_id,AF,inflammatory_nfkb,healthy_low_grade,advanced_degeneration_associated,advanced_degeneration_associated_minus_healthy_low_grade,higher_severity_minus_lower_severity,3,10,2.34861212,2.34116490,-0.00744722,negative_lower_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-0.43873909,0.42384465,0.13238756,2.88147718,available_welch_t,independent_percentile_donor_or_library_bootstrap,-0.22247371,0.20934529,available_percentile_donor_bootstrap,10000,17536857653964744761,13,13,13,8,0.61538462,direction_retention_below_0.80,false,One parent project; age and disease status are fully confounded and healthy AF has n=3. Retained-cell threshold sensitivity only; donor/library is the inference unit.,"Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE230809_discovery,exploratory_discovery_parent_project,exploratory_effect_size_and_stability_only,donor_id,NP,disc_matrix_homeostasis,healthy_low_grade,advanced_degeneration_associated,advanced_degeneration_associated_minus_healthy_low_grade,higher_severity_minus_lower_severity,3,8,1.93192953,1.98518521,0.05325568,positive_higher_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-1.44805815,1.55456951,0.40433577,2.37490410,available_welch_t,independent_percentile_donor_or_library_bootstrap,-0.63081425,0.64765160,available_percentile_donor_bootstrap,10000,2016318435805020411,11,11,11,7,0.63636364,direction_retention_below_0.80,false,One parent project; age and disease status are fully confounded and healthy NP has n=3. Retained-cell threshold sensitivity only; donor/library is the inference unit.,"Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE230809_discovery,exploratory_discovery_parent_project,exploratory_effect_size_and_stability_only,donor_id,NP,ecm_collagen_remodeling,healthy_low_grade,advanced_degeneration_associated,advanced_degeneration_associated_minus_healthy_low_grade,higher_severity_minus_lower_severity,3,8,4.73335078,5.07878688,0.34543610,positive_higher_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,0.17468005,0.51619215,0.07486821,8.54262011,available_welch_t,independent_percentile_donor_or_library_bootstrap,0.20998040,0.47773136,available_percentile_donor_bootstrap,10000,16407199004370792975,11,11,11,11,1.00000000,direction_retained_at_or_above_0.80,false,One parent project; age and disease status are fully confounded and healthy NP has n=3. Retained-cell threshold sensitivity only; donor/library is the inference unit.,"Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE230809_discovery,exploratory_discovery_parent_project,exploratory_effect_size_and_stability_only,donor_id,NP,hypoxia_oxidative_stress,healthy_low_grade,advanced_degeneration_associated,advanced_degeneration_associated_minus_healthy_low_grade,higher_severity_minus_lower_severity,3,8,4.84020140,5.01783585,0.17763445,positive_higher_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-0.02448574,0.37975464,0.08108217,5.57555553,available_welch_t,independent_percentile_donor_or_library_bootstrap,0.04293873,0.31590665,available_percentile_donor_bootstrap,10000,5515099262552919897,11,11,11,11,1.00000000,direction_retained_at_or_above_0.80,false,One parent project; age and disease status are fully confounded and healthy NP has n=3. Retained-cell threshold sensitivity only; donor/library is the inference unit.,"Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
GSE230809_discovery,exploratory_discovery_parent_project,exploratory_effect_size_and_stability_only,donor_id,NP,inflammatory_nfkb,healthy_low_grade,advanced_degeneration_associated,advanced_degeneration_associated_minus_healthy_low_grade,higher_severity_minus_lower_severity,3,8,2.33207744,2.22115378,-0.11092366,negative_lower_target_severity,available_unweighted_target_minus_comparison_mean_difference,Welch_t_interval_for_unweighted_donor_or_library_mean_difference,-0.41105700,0.18920968,0.08761759,2.65991155,available_welch_t,independent_percentile_donor_or_library_bootstrap,-0.25967413,0.02202575,available_percentile_donor_bootstrap,10000,16933714719755504395,11,11,11,11,1.00000000,direction_retained_at_or_above_0.80,false,One parent project; age and disease status are fully confounded and healthy NP has n=3. Retained-cell threshold sensitivity only; donor/library is the inference unit.,"Descriptive donor/library-level effect only; no cell-level test, p-value, causal, age-independent, or therapeutic interpretation."
