dataset,gsm,donor_id,compartment,disease_state,module_id,gene_symbol,feature_rows_mapped,pseudobulk_count,total_umi_included_cells
GSE229711,GSM7173748,SP21.015,AF,healthy,inflammatory_nfkb,RELA,1,2375,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,inflammatory_nfkb,RELB,1,626,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,inflammatory_nfkb,STAT3,1,6713,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,inflammatory_nfkb,TICAM1,1,350,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,inflammatory_nfkb,TLR2,1,25,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,inflammatory_nfkb,TLR4,1,697,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,inflammatory_nfkb,TNF,1,0,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,inflammatory_nfkb,TNFRSF1A,1,8781,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,BNIP3,1,56045,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,CA9,1,5628,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,EGLN1,1,4006,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,EPAS1,1,7147,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,GCLM,1,8600,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,GPX1,0,0,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,HIF1A,1,28775,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,HMOX1,1,31149,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,LDHA,1,122752,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,NFE2L2,1,15999,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,NQO1,1,20194,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,PDK1,1,2620,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,PRDX1,1,88324,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,SLC2A1,1,4960,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,SOD1,1,67159,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,SOD2,1,44742,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,TXN,1,143540,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,hypoxia_oxidative_stress,VEGFA,1,6562,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,disc_matrix_homeostasis,ACAN,1,6131,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,disc_matrix_homeostasis,B3GAT1,1,0,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,disc_matrix_homeostasis,BGN,1,14685,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,disc_matrix_homeostasis,CILP,1,905,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,disc_matrix_homeostasis,COL2A1,1,4,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,disc_matrix_homeostasis,COL9A1,1,3,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,disc_matrix_homeostasis,COL9A2,1,24,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,disc_matrix_homeostasis,COL9A3,1,6,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,disc_matrix_homeostasis,COMP,1,377,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,disc_matrix_homeostasis,FMOD,1,4517,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,disc_matrix_homeostasis,HAPLN1,1,1332,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,disc_matrix_homeostasis,HAS2,1,3058,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,disc_matrix_homeostasis,KRT19,1,413,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,disc_matrix_homeostasis,MATN3,1,263,101954698
GSE229711,GSM7173748,SP21.015,AF,healthy,disc_matrix_homeostasis,SOX9,1,2219,101954698
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,ADAMTS4,1,31,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,ADAMTS5,1,6698,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,COL1A1,1,103291,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,COL1A2,1,230748,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,COL3A1,1,64591,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,COL5A1,1,7927,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,COL5A2,1,29746,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,COL6A1,1,132865,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,COL6A2,1,90347,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,COL6A3,1,67524,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,DCN,1,434855,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,FN1,1,498582,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,LOX,1,37658,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,LOXL2,1,5167,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,LUM,1,332976,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,MMP2,1,11005,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,MMP3,1,10378,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,MMP9,1,2,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,MMP13,1,76,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,POSTN,1,17239,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,SPARC,1,92923,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,TIMP1,1,322169,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,TIMP2,1,56526,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,ecm_collagen_remodeling,TNC,1,4582,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,CCL2,1,13148,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,CCL5,1,83,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,CXCL8,1,379,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,FOS,1,4491,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,IKBKB,1,772,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,IKBKG,1,2397,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,IL1B,1,2,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,IL6,1,192,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,JUN,1,8394,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,NFKB1,1,2982,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,NFKB2,1,1060,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,NFKBIA,1,17911,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,NLRP3,1,1,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,RELA,1,3879,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,RELB,1,1841,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,STAT3,1,9083,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,TICAM1,1,763,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,TLR2,1,115,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,TLR4,1,1073,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,TNF,1,1,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,inflammatory_nfkb,TNFRSF1A,1,17715,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,BNIP3,1,32277,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,CA9,1,376,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,EGLN1,1,3672,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,EPAS1,1,8260,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,GCLM,1,11218,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,GPX1,0,0,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,HIF1A,1,55982,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,HMOX1,1,156725,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,LDHA,1,122607,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,NFE2L2,1,12138,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,NQO1,1,43292,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,PDK1,1,1213,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,PRDX1,1,174383,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,SLC2A1,1,2236,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,SOD1,1,72948,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,SOD2,1,81399,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,TXN,1,227663,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,hypoxia_oxidative_stress,VEGFA,1,2316,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,disc_matrix_homeostasis,ACAN,1,22310,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,disc_matrix_homeostasis,B3GAT1,1,1,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,disc_matrix_homeostasis,BGN,1,22786,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,disc_matrix_homeostasis,CILP,1,411,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,disc_matrix_homeostasis,COL2A1,1,5332,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,disc_matrix_homeostasis,COL9A1,1,85,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,disc_matrix_homeostasis,COL9A2,1,2049,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,disc_matrix_homeostasis,COL9A3,1,5530,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,disc_matrix_homeostasis,COMP,1,4430,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,disc_matrix_homeostasis,FMOD,1,10802,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,disc_matrix_homeostasis,HAPLN1,1,23827,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,disc_matrix_homeostasis,HAS2,1,707,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,disc_matrix_homeostasis,KRT19,1,897,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,disc_matrix_homeostasis,MATN3,1,123,140462883
GSE229711,GSM7173749,SP21.018,AF,healthy,disc_matrix_homeostasis,SOX9,1,3059,140462883
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,ADAMTS4,1,19,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,ADAMTS5,1,8894,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,COL1A1,1,32702,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,COL1A2,1,142687,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,COL3A1,1,40027,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,COL5A1,1,3129,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,COL5A2,1,13883,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,COL6A1,1,55568,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,COL6A2,1,55982,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,COL6A3,1,20270,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,DCN,1,479252,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,FN1,1,106738,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,LOX,1,43940,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,LOXL2,1,3527,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,LUM,1,257197,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,MMP2,1,5865,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,MMP3,1,948,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,MMP9,1,1,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,MMP13,1,24,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,POSTN,1,12352,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,SPARC,1,57117,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,TIMP1,1,214167,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,TIMP2,1,44611,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,ecm_collagen_remodeling,TNC,1,2704,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,CCL2,1,10458,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,CCL5,1,15,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,CXCL8,1,28,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,FOS,1,10854,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,IKBKB,1,433,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,IKBKG,1,961,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,IL1B,1,12,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,IL6,1,50,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,JUN,1,14995,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,NFKB1,1,1183,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,NFKB2,1,275,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,NFKBIA,1,2054,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,NLRP3,1,5,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,RELA,1,1586,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,RELB,1,437,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,STAT3,1,4382,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,TICAM1,1,309,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,TLR2,1,20,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,TLR4,1,404,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,TNF,1,0,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,inflammatory_nfkb,TNFRSF1A,1,10020,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,BNIP3,1,33769,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,CA9,1,2066,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,EGLN1,1,2283,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,EPAS1,1,6429,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,GCLM,1,5272,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,GPX1,0,0,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,HIF1A,1,14831,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,HMOX1,1,36462,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,LDHA,1,92304,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,NFE2L2,1,8789,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,NQO1,1,12575,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,PDK1,1,853,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,PRDX1,1,70220,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,SLC2A1,1,1977,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,SOD1,1,51429,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,SOD2,1,27874,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,TXN,1,71953,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,hypoxia_oxidative_stress,VEGFA,1,1973,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,disc_matrix_homeostasis,ACAN,1,9678,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,disc_matrix_homeostasis,B3GAT1,1,0,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,disc_matrix_homeostasis,BGN,1,18671,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,disc_matrix_homeostasis,CILP,1,1506,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,disc_matrix_homeostasis,COL2A1,1,5,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,disc_matrix_homeostasis,COL9A1,1,8,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,disc_matrix_homeostasis,COL9A2,1,125,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,disc_matrix_homeostasis,COL9A3,1,61,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,disc_matrix_homeostasis,COMP,1,139,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,disc_matrix_homeostasis,FMOD,1,8263,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,disc_matrix_homeostasis,HAPLN1,1,17246,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,disc_matrix_homeostasis,HAS2,1,239,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,disc_matrix_homeostasis,KRT19,1,721,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,disc_matrix_homeostasis,MATN3,1,98,83429879
GSE229711,GSM7173750,SP22.001,AF,healthy,disc_matrix_homeostasis,SOX9,1,1630,83429879
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,ADAMTS4,1,3,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,ADAMTS5,1,968,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,COL1A1,1,4956,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,COL1A2,1,25756,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,COL3A1,1,4863,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,COL5A1,1,478,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,COL5A2,1,1887,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,COL6A1,1,11880,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,COL6A2,1,9686,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,COL6A3,1,5731,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,DCN,1,180967,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,FN1,1,17777,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,LOX,1,4252,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,LOXL2,1,376,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,LUM,1,65422,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,MMP2,1,181,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,MMP3,1,155,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,MMP9,1,1,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,MMP13,1,0,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,POSTN,1,45,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,SPARC,1,6323,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,TIMP1,1,94611,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,TIMP2,1,6051,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,ecm_collagen_remodeling,TNC,1,990,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,inflammatory_nfkb,CCL2,1,2764,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,inflammatory_nfkb,CCL5,1,2,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,inflammatory_nfkb,CXCL8,1,78,17298631
GSE229711,GSM7173751,SP21.015,NP,healthy,inflammatory_nfkb,FOS,1,10739,17298631
