module_config,annotation,qc_cells,min_retained_cells,min_mapped_fraction,formula,score_direction,duplicate_feature_rule,inference_unit
config\program_modules.json,data\derived\annotation\GSE230808_RAW_cell_annotation.csv.gz,data\derived\qc\GSE230808_RAW_cell_qc.tsv.gz,20,0.8,mean over mapped genes of log1p(1e6 * pseudobulk_gene_count / total_UMI_included_cells),higher expression of listed genes means a higher module score; no clinical benefit or harm is implied,sum all feature rows sharing the normalized uppercase gene symbol; record row count,donor/library; cells are nested observations
