archive,ledger,module_config,min_mapped_fraction,samples,formula,score_direction,inference_unit,matrix_boundary
data\raw\GSE165722_RAW.tar,data\derived\GSE165722_donor_ledger.csv,config\program_modules.json,0.800000,8,mean over mapped genes of log1p(1e6 * sample-level gene supplied-value sum / sample-level total supplied value),higher expression of listed genes means a higher module score; no clinical benefit or harm is implied,presumed donor-level sample; cells nested,"GEO describes supplied matrices as normalized counts; score-level direction only; no raw-count model, pseudobulk count inference, or cell-level test"
