dataset,gsm,donor_id,library_id,compartment,disease_state,module_id,gene_symbol,feature_rows_mapped,pseudobulk_count,total_umi_included_cells
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,IKBKG,1,12.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,IL1B,1,9157.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,IL6,1,29.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,JUN,1,1558.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,NFKB1,1,446.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,NFKB2,1,410.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,NFKBIA,1,3907.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,NLRP3,1,95.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,RELA,1,333.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,RELB,1,75.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,STAT3,1,464.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,TICAM1,1,133.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,TLR2,1,82.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,TLR4,1,37.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,TNF,1,332.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,inflammatory_nfkb,TNFRSF1A,1,111.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,BNIP3,1,520.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,CA9,1,82.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,EGLN1,1,111.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,EPAS1,1,35.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,GCLM,1,261.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,GPX1,1,216.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,HIF1A,1,838.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,HMOX1,1,2758.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,LDHA,1,2362.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,NFE2L2,1,521.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,NQO1,1,10.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,PDK1,1,13.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,PRDX1,1,125.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,SLC2A1,1,100.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,SOD1,1,978.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,SOD2,1,3309.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,TXN,1,385.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,hypoxia_oxidative_stress,VEGFA,1,649.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,disc_matrix_homeostasis,ACAN,1,5188.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,disc_matrix_homeostasis,B3GAT1,1,0.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,disc_matrix_homeostasis,BGN,1,2871.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,disc_matrix_homeostasis,CILP,1,4454.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,disc_matrix_homeostasis,COL2A1,1,11768.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,disc_matrix_homeostasis,COL9A1,1,2.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,disc_matrix_homeostasis,COL9A2,1,936.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,disc_matrix_homeostasis,COL9A3,1,529.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,disc_matrix_homeostasis,COMP,1,10632.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,disc_matrix_homeostasis,FMOD,1,8300.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,disc_matrix_homeostasis,HAPLN1,1,946.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,disc_matrix_homeostasis,HAS2,1,28.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,disc_matrix_homeostasis,KRT19,1,1.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,disc_matrix_homeostasis,MATN3,1,0.0,2340762.0
GSE153066,GSM4633748,IDD1,IDD1,NP,degenerated,disc_matrix_homeostasis,SOX9,1,838.0,2340762.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,ADAMTS4,1,1.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,ADAMTS5,1,7.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,COL1A1,1,8996.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,COL1A2,1,5914.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,COL3A1,1,2461.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,COL5A1,1,638.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,COL5A2,1,385.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,COL6A1,1,1104.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,COL6A2,1,963.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,COL6A3,1,1209.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,DCN,1,25867.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,FN1,1,37892.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,LOX,1,1771.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,LOXL2,1,233.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,LUM,1,1911.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,MMP2,1,131.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,MMP3,1,4295.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,MMP9,1,1064.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,MMP13,1,0.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,POSTN,1,740.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,SPARC,1,3889.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,TIMP1,1,2740.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,TIMP2,1,1907.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,ecm_collagen_remodeling,TNC,1,88.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,CCL2,1,22.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,CCL5,1,231.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,CXCL8,1,29839.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,FOS,1,8288.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,IKBKB,1,62.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,IKBKG,1,1.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,IL1B,1,3300.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,IL6,1,101.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,JUN,1,4434.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,NFKB1,1,298.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,NFKB2,1,561.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,NFKBIA,1,3831.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,NLRP3,1,59.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,RELA,1,463.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,RELB,1,71.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,STAT3,1,920.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,TICAM1,1,74.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,TLR2,1,348.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,TLR4,1,122.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,TNF,1,82.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,inflammatory_nfkb,TNFRSF1A,1,495.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,BNIP3,1,6316.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,CA9,1,715.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,EGLN1,1,346.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,EPAS1,1,109.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,GCLM,1,805.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,GPX1,1,1139.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,HIF1A,1,651.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,HMOX1,1,16641.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,LDHA,1,10549.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,NFE2L2,1,1289.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,NQO1,1,122.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,PDK1,1,120.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,PRDX1,1,2093.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,SLC2A1,1,754.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,SOD1,1,2844.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,SOD2,1,16065.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,TXN,1,2018.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,hypoxia_oxidative_stress,VEGFA,1,1885.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,disc_matrix_homeostasis,ACAN,1,9061.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,disc_matrix_homeostasis,B3GAT1,1,1.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,disc_matrix_homeostasis,BGN,1,4166.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,disc_matrix_homeostasis,CILP,1,87.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,disc_matrix_homeostasis,COL2A1,1,1238.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,disc_matrix_homeostasis,COL9A1,1,7.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,disc_matrix_homeostasis,COL9A2,1,138.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,disc_matrix_homeostasis,COL9A3,1,201.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,disc_matrix_homeostasis,COMP,1,7571.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,disc_matrix_homeostasis,FMOD,1,3306.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,disc_matrix_homeostasis,HAPLN1,1,1429.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,disc_matrix_homeostasis,HAS2,1,51.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,disc_matrix_homeostasis,KRT19,1,0.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,disc_matrix_homeostasis,MATN3,1,7.0,5793697.0
GSE153066,GSM4633749,IDD2,IDD2,NP,degenerated,disc_matrix_homeostasis,SOX9,1,5545.0,5793697.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,ADAMTS4,1,20.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,ADAMTS5,1,297.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,COL1A1,1,36092.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,COL1A2,1,27308.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,COL3A1,1,28994.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,COL5A1,1,3956.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,COL5A2,1,4415.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,COL6A1,1,4155.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,COL6A2,1,2631.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,COL6A3,1,2886.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,DCN,1,34724.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,FN1,1,87679.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,LOX,1,759.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,LOXL2,1,1148.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,LUM,1,17687.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,MMP2,1,1021.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,MMP3,1,3878.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,MMP9,1,4953.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,MMP13,1,59.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,POSTN,1,2438.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,SPARC,1,31532.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,TIMP1,1,3328.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,TIMP2,1,5083.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,ecm_collagen_remodeling,TNC,1,3118.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,CCL2,1,202.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,CCL5,1,498.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,CXCL8,1,22193.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,FOS,1,8668.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,IKBKB,1,134.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,IKBKG,1,3.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,IL1B,1,3353.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,IL6,1,40.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,JUN,1,2653.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,NFKB1,1,1329.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,NFKB2,1,698.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,NFKBIA,1,6679.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,NLRP3,1,123.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,RELA,1,719.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,RELB,1,147.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,STAT3,1,2290.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,TICAM1,1,205.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,TLR2,1,295.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,TLR4,1,320.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,TNF,1,288.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,inflammatory_nfkb,TNFRSF1A,1,1314.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,BNIP3,1,528.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,CA9,1,266.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,EGLN1,1,346.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,EPAS1,1,300.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,GCLM,1,917.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,GPX1,1,1646.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,HIF1A,1,1365.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,HMOX1,1,14696.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,LDHA,1,8681.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,NFE2L2,1,1945.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,NQO1,1,56.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,PDK1,1,94.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,PRDX1,1,1249.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,SLC2A1,1,1396.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,SOD1,1,3181.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,SOD2,1,13720.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,TXN,1,1683.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,hypoxia_oxidative_stress,VEGFA,1,1445.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,disc_matrix_homeostasis,ACAN,1,6940.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,disc_matrix_homeostasis,B3GAT1,1,10.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,disc_matrix_homeostasis,BGN,1,12660.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,disc_matrix_homeostasis,CILP,1,4333.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,disc_matrix_homeostasis,COL2A1,1,6052.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,disc_matrix_homeostasis,COL9A1,1,13.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,disc_matrix_homeostasis,COL9A2,1,702.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,disc_matrix_homeostasis,COL9A3,1,590.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,disc_matrix_homeostasis,COMP,1,24996.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,disc_matrix_homeostasis,FMOD,1,16832.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,disc_matrix_homeostasis,HAPLN1,1,1624.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,disc_matrix_homeostasis,HAS2,1,23.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,disc_matrix_homeostasis,KRT19,1,4.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,disc_matrix_homeostasis,MATN3,1,24.0,9106651.0
GSE153066,GSM4633750,IDD3,IDD3,NP,degenerated,disc_matrix_homeostasis,SOX9,1,3847.0,9106651.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,ADAMTS4,1,105.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,ADAMTS5,1,630.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,COL1A1,1,35302.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,COL1A2,1,39777.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,COL3A1,1,44212.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,COL5A1,1,5683.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,COL5A2,1,6749.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,COL6A1,1,12410.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,COL6A2,1,14545.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,COL6A3,1,7534.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,DCN,1,130349.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,FN1,1,329953.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,LOX,1,1487.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,LOXL2,1,2134.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,LUM,1,59586.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,MMP2,1,6281.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,MMP3,1,9016.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,MMP9,1,1015.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,MMP13,1,960.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,POSTN,1,8717.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,SPARC,1,40269.0,11306890.0
