dataset,gsm,donor_id,library_id,compartment,disease_state,module_id,gene_symbol,feature_rows_mapped,pseudobulk_count,total_umi_included_cells
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,TIMP1,1,22517.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,TIMP2,1,12767.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,ecm_collagen_remodeling,TNC,1,6462.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,CCL2,1,160.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,CCL5,1,236.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,CXCL8,1,4933.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,FOS,1,10313.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,IKBKB,1,68.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,IKBKG,1,0.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,IL1B,1,379.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,IL6,1,154.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,JUN,1,7418.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,NFKB1,1,765.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,NFKB2,1,811.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,NFKBIA,1,9524.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,NLRP3,1,16.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,RELA,1,878.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,RELB,1,267.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,STAT3,1,1676.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,TICAM1,1,245.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,TLR2,1,160.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,TLR4,1,102.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,TNF,1,136.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,inflammatory_nfkb,TNFRSF1A,1,1168.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,BNIP3,1,2146.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,CA9,1,1009.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,EGLN1,1,436.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,EPAS1,1,760.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,GCLM,1,1408.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,GPX1,1,2612.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,HIF1A,1,2966.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,HMOX1,1,28030.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,LDHA,1,12296.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,NFE2L2,1,2141.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,NQO1,1,355.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,PDK1,1,159.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,PRDX1,1,2192.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,SLC2A1,1,2281.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,SOD1,1,6038.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,SOD2,1,12927.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,TXN,1,3539.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,hypoxia_oxidative_stress,VEGFA,1,3173.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,disc_matrix_homeostasis,ACAN,1,26723.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,disc_matrix_homeostasis,B3GAT1,1,2.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,disc_matrix_homeostasis,BGN,1,28078.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,disc_matrix_homeostasis,CILP,1,12070.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,disc_matrix_homeostasis,COL2A1,1,34891.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,disc_matrix_homeostasis,COL9A1,1,39.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,disc_matrix_homeostasis,COL9A2,1,1496.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,disc_matrix_homeostasis,COL9A3,1,2994.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,disc_matrix_homeostasis,COMP,1,64245.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,disc_matrix_homeostasis,FMOD,1,45858.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,disc_matrix_homeostasis,HAPLN1,1,4670.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,disc_matrix_homeostasis,HAS2,1,68.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,disc_matrix_homeostasis,KRT19,1,544.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,disc_matrix_homeostasis,MATN3,1,106.0,11306890.0
GSE153066,GSM4633751,IDD4,IDD4,NP,degenerated,disc_matrix_homeostasis,SOX9,1,6926.0,11306890.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,ADAMTS4,1,5.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,ADAMTS5,1,141.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,COL1A1,1,4170.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,COL1A2,1,6151.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,COL3A1,1,6309.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,COL5A1,1,1279.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,COL5A2,1,976.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,COL6A1,1,2215.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,COL6A2,1,1748.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,COL6A3,1,1272.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,DCN,1,18728.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,FN1,1,45523.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,LOX,1,354.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,LOXL2,1,431.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,LUM,1,7859.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,MMP2,1,391.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,MMP3,1,922.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,MMP9,1,5710.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,MMP13,1,7.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,POSTN,1,604.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,SPARC,1,8374.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,TIMP1,1,1248.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,TIMP2,1,2317.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,ecm_collagen_remodeling,TNC,1,353.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,CCL2,1,128.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,CCL5,1,741.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,CXCL8,1,66922.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,FOS,1,3197.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,IKBKB,1,115.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,IKBKG,1,1.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,IL1B,1,5058.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,IL6,1,48.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,JUN,1,945.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,NFKB1,1,1128.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,NFKB2,1,949.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,NFKBIA,1,6099.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,NLRP3,1,80.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,RELA,1,665.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,RELB,1,207.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,STAT3,1,2211.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,TICAM1,1,185.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,TLR2,1,346.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,TLR4,1,318.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,TNF,1,332.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,inflammatory_nfkb,TNFRSF1A,1,1103.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,BNIP3,1,410.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,CA9,1,211.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,EGLN1,1,298.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,EPAS1,1,116.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,GCLM,1,1036.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,GPX1,1,739.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,HIF1A,1,1701.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,HMOX1,1,5030.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,LDHA,1,6077.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,NFE2L2,1,2651.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,NQO1,1,39.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,PDK1,1,99.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,PRDX1,1,546.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,SLC2A1,1,453.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,SOD1,1,1272.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,SOD2,1,16383.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,TXN,1,1419.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,hypoxia_oxidative_stress,VEGFA,1,1301.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,disc_matrix_homeostasis,ACAN,1,2750.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,disc_matrix_homeostasis,B3GAT1,1,21.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,disc_matrix_homeostasis,BGN,1,3371.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,disc_matrix_homeostasis,CILP,1,2299.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,disc_matrix_homeostasis,COL2A1,1,7128.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,disc_matrix_homeostasis,COL9A1,1,1.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,disc_matrix_homeostasis,COL9A2,1,318.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,disc_matrix_homeostasis,COL9A3,1,531.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,disc_matrix_homeostasis,COMP,1,15356.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,disc_matrix_homeostasis,FMOD,1,7937.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,disc_matrix_homeostasis,HAPLN1,1,981.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,disc_matrix_homeostasis,HAS2,1,16.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,disc_matrix_homeostasis,KRT19,1,0.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,disc_matrix_homeostasis,MATN3,1,17.0,7149106.0
GSE153066,GSM4633752,IDD5,IDD5,NP,degenerated,disc_matrix_homeostasis,SOX9,1,1119.0,7149106.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,ADAMTS4,1,654.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,ADAMTS5,1,924.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,COL1A1,1,176474.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,COL1A2,1,131561.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,COL3A1,1,150066.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,COL5A1,1,11917.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,COL5A2,1,17324.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,COL6A1,1,23889.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,COL6A2,1,25134.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,COL6A3,1,29232.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,DCN,1,185160.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,FN1,1,218475.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,LOX,1,6635.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,LOXL2,1,3162.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,LUM,1,43801.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,MMP2,1,8254.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,MMP3,1,4280.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,MMP9,1,4782.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,MMP13,1,16854.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,POSTN,1,74000.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,SPARC,1,75692.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,TIMP1,1,44781.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,TIMP2,1,13559.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,ecm_collagen_remodeling,TNC,1,6440.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,CCL2,1,2451.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,CCL5,1,490.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,CXCL8,1,14251.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,FOS,1,44352.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,IKBKB,1,231.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,IKBKG,1,0.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,IL1B,1,3376.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,IL6,1,665.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,JUN,1,23110.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,NFKB1,1,806.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,NFKB2,1,948.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,NFKBIA,1,11055.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,NLRP3,1,167.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,RELA,1,1166.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,RELB,1,279.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,STAT3,1,2595.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,TICAM1,1,237.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,TLR2,1,540.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,TLR4,1,299.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,TNF,1,1281.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,inflammatory_nfkb,TNFRSF1A,1,2185.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,BNIP3,1,3132.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,CA9,1,402.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,EGLN1,1,718.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,EPAS1,1,1495.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,GCLM,1,944.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,GPX1,1,8100.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,HIF1A,1,6064.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,HMOX1,1,10817.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,LDHA,1,20698.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,NFE2L2,1,2569.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,NQO1,1,606.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,PDK1,1,266.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,PRDX1,1,739.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,SLC2A1,1,1176.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,SOD1,1,6555.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,SOD2,1,10623.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,TXN,1,6587.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,hypoxia_oxidative_stress,VEGFA,1,2153.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,disc_matrix_homeostasis,ACAN,1,29359.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,disc_matrix_homeostasis,B3GAT1,1,3.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,disc_matrix_homeostasis,BGN,1,30301.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,disc_matrix_homeostasis,CILP,1,2580.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,disc_matrix_homeostasis,COL2A1,1,6860.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,disc_matrix_homeostasis,COL9A1,1,12.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,disc_matrix_homeostasis,COL9A2,1,612.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,disc_matrix_homeostasis,COL9A3,1,1278.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,disc_matrix_homeostasis,COMP,1,81159.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,disc_matrix_homeostasis,FMOD,1,14301.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,disc_matrix_homeostasis,HAPLN1,1,3455.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,disc_matrix_homeostasis,HAS2,1,776.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,disc_matrix_homeostasis,KRT19,1,18.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,disc_matrix_homeostasis,MATN3,1,181.0,17483089.0
GSE153066,GSM4633753,IDD6,IDD6,NP,degenerated,disc_matrix_homeostasis,SOX9,1,2859.0,17483089.0
GSE153066,GSM4633754,IDD7,IDD7,NP,degenerated,ecm_collagen_remodeling,ADAMTS4,1,18.0,13630422.0
GSE153066,GSM4633754,IDD7,IDD7,NP,degenerated,ecm_collagen_remodeling,ADAMTS5,1,118.0,13630422.0
GSE153066,GSM4633754,IDD7,IDD7,NP,degenerated,ecm_collagen_remodeling,COL1A1,1,7863.0,13630422.0
GSE153066,GSM4633754,IDD7,IDD7,NP,degenerated,ecm_collagen_remodeling,COL1A2,1,26998.0,13630422.0
GSE153066,GSM4633754,IDD7,IDD7,NP,degenerated,ecm_collagen_remodeling,COL3A1,1,23231.0,13630422.0
GSE153066,GSM4633754,IDD7,IDD7,NP,degenerated,ecm_collagen_remodeling,COL5A1,1,3170.0,13630422.0
GSE153066,GSM4633754,IDD7,IDD7,NP,degenerated,ecm_collagen_remodeling,COL5A2,1,3973.0,13630422.0
GSE153066,GSM4633754,IDD7,IDD7,NP,degenerated,ecm_collagen_remodeling,COL6A1,1,5924.0,13630422.0
GSE153066,GSM4633754,IDD7,IDD7,NP,degenerated,ecm_collagen_remodeling,COL6A2,1,7142.0,13630422.0
GSE153066,GSM4633754,IDD7,IDD7,NP,degenerated,ecm_collagen_remodeling,COL6A3,1,2372.0,13630422.0
GSE153066,GSM4633754,IDD7,IDD7,NP,degenerated,ecm_collagen_remodeling,DCN,1,138765.0,13630422.0
GSE153066,GSM4633754,IDD7,IDD7,NP,degenerated,ecm_collagen_remodeling,FN1,1,231825.0,13630422.0
