dataset,gsm,donor_id,compartment,disease_state,module_id,gene_symbol,feature_rows_mapped,pseudobulk_count,total_umi_included_cells
GSE230808,GSM7235331,SP20.002,AF,diseased,inflammatory_nfkb,RELA,1,186,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,inflammatory_nfkb,RELB,1,32,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,inflammatory_nfkb,STAT3,1,308,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,inflammatory_nfkb,TICAM1,1,14,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,inflammatory_nfkb,TLR2,1,6,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,inflammatory_nfkb,TLR4,1,67,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,inflammatory_nfkb,TNF,1,0,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,inflammatory_nfkb,TNFRSF1A,1,182,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,BNIP3,1,3107,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,CA9,1,19,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,EGLN1,1,162,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,EPAS1,1,83,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,GCLM,1,31,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,GPX1,0,0,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,HIF1A,1,633,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,HMOX1,1,312,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,LDHA,1,5680,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,NFE2L2,1,456,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,NQO1,1,6,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,PDK1,1,321,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,PRDX1,1,863,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,SLC2A1,1,539,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,SOD1,1,2305,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,SOD2,1,4298,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,TXN,1,669,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,hypoxia_oxidative_stress,VEGFA,1,1840,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,disc_matrix_homeostasis,ACAN,1,9706,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,disc_matrix_homeostasis,B3GAT1,1,0,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,disc_matrix_homeostasis,BGN,1,2298,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,disc_matrix_homeostasis,CILP,1,818,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,disc_matrix_homeostasis,COL2A1,1,434,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,disc_matrix_homeostasis,COL9A1,1,2,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,disc_matrix_homeostasis,COL9A2,1,402,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,disc_matrix_homeostasis,COL9A3,1,1134,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,disc_matrix_homeostasis,COMP,1,8585,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,disc_matrix_homeostasis,FMOD,1,2235,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,disc_matrix_homeostasis,HAPLN1,1,208,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,disc_matrix_homeostasis,HAS2,1,50,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,disc_matrix_homeostasis,KRT19,1,0,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,disc_matrix_homeostasis,MATN3,1,0,3166379
GSE230808,GSM7235331,SP20.002,AF,diseased,disc_matrix_homeostasis,SOX9,1,1548,3166379
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,ADAMTS4,2,10,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,ADAMTS5,2,44,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,COL1A1,2,149,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,COL1A2,2,2203,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,COL3A1,2,351,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,COL5A1,2,375,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,COL5A2,2,1205,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,COL6A1,2,4448,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,COL6A2,2,4217,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,COL6A3,2,696,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,DCN,2,113527,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,FN1,2,68445,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,LOX,2,581,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,LOXL2,2,198,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,LUM,2,42746,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,MMP2,2,1,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,MMP3,2,1302,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,MMP9,2,0,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,MMP13,2,0,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,POSTN,2,0,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,SPARC,2,31724,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,TIMP1,2,9942,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,TIMP2,2,7021,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,ecm_collagen_remodeling,TNC,2,1,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,CCL2,2,24,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,CCL5,2,4,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,CXCL8,2,0,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,FOS,2,119246,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,IKBKB,2,89,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,IKBKG,2,84,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,IL1B,2,0,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,IL6,2,1,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,JUN,2,40419,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,NFKB1,2,285,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,NFKB2,2,173,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,NFKBIA,2,5389,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,NLRP3,2,0,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,RELA,2,687,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,RELB,2,59,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,STAT3,2,2360,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,TICAM1,2,66,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,TLR2,2,27,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,TLR4,2,171,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,TNF,2,1,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,inflammatory_nfkb,TNFRSF1A,2,952,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,BNIP3,2,28338,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,CA9,2,384,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,EGLN1,2,1322,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,EPAS1,2,521,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,GCLM,2,438,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,GPX1,0,0,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,HIF1A,2,6337,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,HMOX1,2,1530,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,LDHA,2,25266,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,NFE2L2,2,1318,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,NQO1,2,61,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,PDK1,2,1544,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,PRDX1,2,5329,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,SLC2A1,2,2956,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,SOD1,2,9861,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,SOD2,2,10922,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,TXN,2,2269,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,hypoxia_oxidative_stress,VEGFA,2,14571,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,disc_matrix_homeostasis,ACAN,2,87581,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,disc_matrix_homeostasis,B3GAT1,2,0,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,disc_matrix_homeostasis,BGN,2,16841,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,disc_matrix_homeostasis,CILP,2,22885,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,disc_matrix_homeostasis,COL2A1,2,27397,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,disc_matrix_homeostasis,COL9A1,2,90,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,disc_matrix_homeostasis,COL9A2,2,8569,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,disc_matrix_homeostasis,COL9A3,2,21848,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,disc_matrix_homeostasis,COMP,2,88662,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,disc_matrix_homeostasis,FMOD,2,30209,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,disc_matrix_homeostasis,HAPLN1,2,8373,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,disc_matrix_homeostasis,HAS2,2,325,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,disc_matrix_homeostasis,KRT19,2,3,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,disc_matrix_homeostasis,MATN3,2,24,18461300
GSE230808,GSM7235332,SP20.006,AF,diseased,disc_matrix_homeostasis,SOX9,2,9199,18461300
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,ADAMTS4,3,14,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,ADAMTS5,3,4133,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,COL1A1,3,34191,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,COL1A2,3,84202,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,COL3A1,3,61693,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,COL5A1,3,4060,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,COL5A2,3,15780,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,COL6A1,3,44258,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,COL6A2,3,26548,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,COL6A3,3,30162,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,DCN,3,176280,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,FN1,3,202194,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,LOX,3,29809,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,LOXL2,3,2378,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,LUM,3,125948,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,MMP2,3,6253,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,MMP3,3,3885,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,MMP9,3,0,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,MMP13,3,115,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,POSTN,3,17571,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,SPARC,3,62423,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,TIMP1,3,107776,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,TIMP2,3,35491,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,ecm_collagen_remodeling,TNC,3,4981,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,CCL2,3,3562,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,CCL5,3,51,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,CXCL8,3,20,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,FOS,3,32562,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,IKBKB,3,389,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,IKBKG,3,685,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,IL1B,3,4,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,IL6,3,248,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,JUN,3,10549,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,NFKB1,3,1266,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,NFKB2,3,244,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,NFKBIA,3,2350,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,NLRP3,3,2,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,RELA,3,1396,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,RELB,3,483,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,STAT3,3,5741,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,TICAM1,3,268,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,TLR2,3,38,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,TLR4,3,811,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,TNF,3,0,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,inflammatory_nfkb,TNFRSF1A,3,5636,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,BNIP3,3,37985,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,CA9,3,1330,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,EGLN1,3,2278,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,EPAS1,3,6371,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,GCLM,3,5808,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,GPX1,0,0,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,HIF1A,3,24583,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,HMOX1,3,64262,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,LDHA,3,75674,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,NFE2L2,3,8554,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,NQO1,3,15815,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,PDK1,3,1094,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,PRDX1,3,56984,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,SLC2A1,3,2409,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,SOD1,3,31753,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,SOD2,3,19789,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,TXN,3,122196,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,hypoxia_oxidative_stress,VEGFA,3,4566,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,disc_matrix_homeostasis,ACAN,3,15845,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,disc_matrix_homeostasis,B3GAT1,3,0,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,disc_matrix_homeostasis,BGN,3,7345,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,disc_matrix_homeostasis,CILP,3,610,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,disc_matrix_homeostasis,COL2A1,3,2585,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,disc_matrix_homeostasis,COL9A1,3,41,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,disc_matrix_homeostasis,COL9A2,3,472,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,disc_matrix_homeostasis,COL9A3,3,1410,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,disc_matrix_homeostasis,COMP,3,3245,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,disc_matrix_homeostasis,FMOD,3,8495,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,disc_matrix_homeostasis,HAPLN1,3,11737,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,disc_matrix_homeostasis,HAS2,3,86,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,disc_matrix_homeostasis,KRT19,3,67,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,disc_matrix_homeostasis,MATN3,3,98,72099228
GSE230808,GSM7235333,SP21.007,AF,diseased,disc_matrix_homeostasis,SOX9,3,4140,72099228
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,ADAMTS4,4,6,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,ADAMTS5,4,3335,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,COL1A1,4,33880,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,COL1A2,4,121196,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,COL3A1,4,37054,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,COL5A1,4,2902,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,COL5A2,4,14419,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,COL6A1,4,55254,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,COL6A2,4,41929,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,COL6A3,4,31766,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,DCN,4,479834,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,FN1,4,319609,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,LOX,4,33895,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,LOXL2,4,3286,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,LUM,4,263268,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,MMP2,4,9863,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,MMP3,4,2110,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,MMP9,4,0,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,MMP13,4,11,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,POSTN,4,5426,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,SPARC,4,70984,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,TIMP1,4,353968,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,TIMP2,4,42025,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,ecm_collagen_remodeling,TNC,4,4175,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,CCL2,4,2824,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,CCL5,4,117,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,CXCL8,4,65,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,FOS,4,28000,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,IKBKB,4,475,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,IKBKG,4,997,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,IL1B,4,18,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,IL6,4,240,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,JUN,4,13935,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,NFKB1,4,1475,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,NFKB2,4,348,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,NFKBIA,4,3261,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,NLRP3,4,1,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,RELA,4,1771,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,RELB,4,754,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,STAT3,4,5355,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,TICAM1,4,372,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,TLR2,4,57,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,TLR4,4,601,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,TNF,4,0,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,inflammatory_nfkb,TNFRSF1A,4,10256,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,BNIP3,4,57998,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,CA9,4,4549,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,EGLN1,4,3404,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,EPAS1,4,7345,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,GCLM,4,7673,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,GPX1,0,0,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,HIF1A,4,24247,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,HMOX1,4,118583,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,LDHA,4,134967,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,NFE2L2,4,10296,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,NQO1,4,25437,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,PDK1,4,1277,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,PRDX1,4,91167,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,SLC2A1,4,4338,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,SOD1,4,58809,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,SOD2,4,44416,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,TXN,4,167668,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,hypoxia_oxidative_stress,VEGFA,4,3664,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,disc_matrix_homeostasis,ACAN,4,9452,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,disc_matrix_homeostasis,B3GAT1,4,0,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,disc_matrix_homeostasis,BGN,4,7994,101714852
GSE230808,GSM7235334,SP21.011,AF,diseased,disc_matrix_homeostasis,CILP,4,927,101714852
