dataset,gsm,outer_member_typeflag,outer_member_size,outer_member_sparse,outer_member_pax_headers,outer_member_checksum_valid,inner_member_typeflag,inner_member_size,inner_member_sparse,inner_member_pax_headers,inner_member_checksum_valid,matrix_nnz_header,coordinate_lines_observed,nul_byte_count,nul_segment_count,first_nul_position,last_nul_position,malformed_lines,out_of_bounds_lines,nonpositive_value_lines,line_count_matches_header,matrix_payload_legal,gzip_crc_eof_read_pass,inner_tar_end_marker_valid
GSE251686,GSM7986002,0,86430966,null,{},True,0,375023279,[],{},True,30130524,29680843,5471800,1,32193536,37665335,1,0,0,False,False,True,True
