dataset,accession,matrix_asset,matrix_sha256,matrix_bytes,matrix_format,header_first_field,genes,cells,unique_gene_identifiers,duplicate_gene_identifier_count,duplicate_gene_identifier_examples,unique_cell_barcodes,barcode_prefixes,barcode_prefix_count,prefixes_match_geo_sample_titles,all_rows_match_header_columns,value_type_check,sampled_gene_rows,sampled_columns_per_gene_row,sampled_matrix_values_checked,matrix_status,analysis_note,audited_at_utc
GSE153066,GSE153066,GSE153066_AllSample.counts.tsv.gz,ca081538d81d671bafe4af4e1e161a8a8140fc3d9d35e44c66f42cade24decb1,100366013,"gzip-compressed dense TSV; genes in rows, cells in columns",gene,36847,85205,36847,0,,85205,CTL1|CTL2|CTL3|CTL4|CTL5|CTL6|CTL7|CTL8|IDD1|IDD2|IDD3|IDD4|IDD5|IDD6|IDD7|IDD8,16,True,True,"integer and non-negative in a deterministic sample: first and every 500th non-empty gene row, with 258 evenly distributed columns per sampled row",74,258,19092,GEO supplementary combined count TSV; GEO processing reports UMI-tools raw-count calculation followed by Seurat cell filtering,Eligible for donor-level NP count aggregation only conditional on using the GEO-retained cells and reporting prior GEO cell filtering; not a reprocessed raw-read analysis,2026-08-13T16:50:23.019998+00:00
