dataset,gsm,donor_id,compartment,disease_state,barcode_member,feature_member,matrix_member,features,barcodes,matrix_rows,matrix_columns,matrix_nnz,dimension_check_pass,matrix_status
GSE229711,GSM7173748,SP21.015,AF,healthy,GSM7173748_AF_SP21_015_barcodes.tsv.gz,GSM7173748_AF_SP21_015_features.tsv.gz,GSM7173748_AF_SP21_015_matrix.mtx.gz,36601,8364,36601,8364,26922599,True,raw 10x Cell Ranger MTX triple reported by GEO
GSE229711,GSM7173749,SP21.018,AF,healthy,GSM7173749_AF_SP21_018_barcodes.tsv.gz,GSM7173749_AF_SP21_018_features.tsv.gz,GSM7173749_AF_SP21_018_matrix.mtx.gz,36601,9480,36601,9480,33979828,True,raw 10x Cell Ranger MTX triple reported by GEO
GSE229711,GSM7173750,SP22.001,AF,healthy,GSM7173750_AF_SP22_001_barcodes.tsv.gz,GSM7173750_AF_SP22_001_features.tsv.gz,GSM7173750_AF_SP22_001_matrix.mtx.gz,36601,8135,36601,8135,22198335,True,raw 10x Cell Ranger MTX triple reported by GEO
GSE229711,GSM7173751,SP21.015,NP,healthy,GSM7173751_NP_SP21_015_barcodes.tsv.gz,GSM7173751_NP_SP21_015_features.tsv.gz,GSM7173751_NP_SP21_015_matrix.mtx.gz,36601,1872,36601,1872,4496848,True,raw 10x Cell Ranger MTX triple reported by GEO
GSE229711,GSM7173752,SP21.018,NP,healthy,GSM7173752_NP_SP21_018_barcodes.tsv.gz,GSM7173752_NP_SP21_018_features.tsv.gz,GSM7173752_NP_SP21_018_matrix.mtx.gz,36601,16302,36601,16302,32110664,True,raw 10x Cell Ranger MTX triple reported by GEO
GSE229711,GSM7173753,SP22.001,NP,healthy,GSM7173753_NP_SP22_001_barcodes.tsv.gz,GSM7173753_NP_SP22_001_features.tsv.gz,GSM7173753_NP_SP22_001_matrix.mtx.gz,36601,8185,36601,8185,26712942,True,raw 10x Cell Ranger MTX triple reported by GEO
