archive,archive_sha256,archive_bytes,inspected_at_utc,member,bytes,is_file
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831813_Pa-17F_barcodes.tsv.gz,28705,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831813_Pa-17F_features.tsv.gz,337956,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831813_Pa-17F_matrix.mtx.gz,53890048,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831814_Pb-55F_barcodes.tsv.gz,49748,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831814_Pb-55F_features.tsv.gz,337956,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831814_Pb-55F_matrix.mtx.gz,69019563,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831815_Pab-24M_barcodes.tsv.gz,39548,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831815_Pab-24M_features.tsv.gz,337956,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831815_Pab-24M_matrix.mtx.gz,78991796,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831816_Pab-30M_barcodes.tsv.gz,38185,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831816_Pab-30M_features.tsv.gz,337956,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831816_Pab-30M_matrix.mtx.gz,79609630,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831817_Pc-41M_barcodes.tsv.gz,29083,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831817_Pc-41M_features.tsv.gz,337956,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831817_Pc-41M_matrix.mtx.gz,75271641,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831818_Pd-62F_barcodes.tsv.gz,58364,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831818_Pd-62F_features.tsv.gz,337956,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831818_Pd-62F_matrix.mtx.gz,106832636,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831819_Pd-59F_barcodes.tsv.gz,40897,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831819_Pd-59F_features.tsv.gz,337956,True
GSE244889_RAW.tar,3bf1617b85e2fa08e2074c0de8fc87aaeb97c42b29bbbce77634f2c43d35c9b1,546119680,2026-08-13T17:27:47.261692+00:00,GSM7831819_Pd-59F_matrix.mtx.gz,79832885,True
